"rooms","bathroom","square_meters","lift","terrace","neighborhood","square_meters_price","price","housing type"
3,1,72,0,0,"Eixample",15.02,1100,"flat"
1,1,52,1,1,"Sarria-Sant Gervasi",18.54,1000,"flat"
1,1,50,1,1,"Ciutat Vella",57.72,3100,"apartment"
2,1,73,1,0,"Sarria-Sant Gervasi",12.36,950,"flat"
2,1,76,1,0,"Sants-Montjuïc",11.01,850,"flat"
2,1,47,0,0,"Sants-Montjuïc",15.52,647,"flat"
3,2,91,0,0,"Nou Barris",64.45,5495,"apartment"
3,1,66,1,0,"Ciutat Vella",17.28,990,"flat"
3,3,73,1,0,"Sarria-Sant Gervasi",18.47,2700,"flat"
3,2,192,1,0,"Ciutat Vella",25.83,4500,"flat"
4,2,120,1,0,"Sarria-Sant Gervasi",9.37,1100,"flat"
2,1,62,0,0,"Les Corts",15.47,1100,"flat"
3,1,76,1,0,"Sant Martí",11.02,900,"flat"
1,1,46,1,0,"Eixample",17.85,930,"flat"
1,2,48,0,0,"Sants-Montjuïc",23.69,995,"flat"
4,2,100,1,0,"Eixample",14.29,1390,"flat"
1,1,40,1,1,"Sarria-Sant Gervasi",21.71,795,"flat"
3,2,88,1,0,"Eixample",16.8,1400,"flat"
4,2,130,1,1,"Gràcia",9.73,1375,"flat"
2,1,70,1,0,"Ciutat Vella",15.37,995,"flat"
3,1,87,1,0,"Sant Martí",12.61,1100,"flat"
3,2,110,1,0,"Sarria-Sant Gervasi",19.69,1990,"flat"
1,2,37,1,0,"Horta- Guinardo",17.09,690,"flat"
4,2,128,1,1,"Sarria-Sant Gervasi",12.07,1600,"flat"
3,1,87,1,0,"Eixample",15.07,1100,"flat"
1,1,51,1,0,"Sarria-Sant Gervasi",22.68,1100,"flat"
4,2,90,1,0,"Eixample",12.17,1100,"flat"
3,2,101,1,0,"Ciutat Vella",11.12,1000,"flat"
2,1,58,1,0,"Eixample",13.63,800,"attic"
3,2,87,1,1,"Les Corts",15.3,1400,"flat"
2,1,30,0,0,"Sants-Montjuïc",15.3,2161,"apartment"
2,1,73,0,0,"Eixample",34.18,2512,"apartment"
2,1,75,1,0,"Sarria-Sant Gervasi",18.26,1207,"flat"
4,4,240,1,0,"Ciutat Vella",35.43,8000,"flat"
4,3,164,1,0,"Sant Andreu",13.85,2150,"flat"
5,3,196,1,0,"Eixample",13.38,2500,"flat"
2,2,60,0,0,"Sant Martí",15.3,1090,"flat"
3,3,136,1,1,"Gràcia",21.99,2800,"flat"
2,1,74,1,0,"Sants-Montjuïc",13.65,995,"flat"
2,2,105,0,0,"Eixample",7.58,825,"flat"
2,1,75,1,1,"Sarria-Sant Gervasi",16.43,1100,"flat"
2,2,77,0,0,"Les Corts",17.98,1250,"flat"
2,1,51,0,0,"Les Corts",21.4,1200,"apartment"
3,1,88,1,1,"Eixample",11.32,850,"flat"
3,1,84,1,0,"Ciutat Vella",11.19,900,"flat"
1,1,68,1,0,"Ciutat Vella",17.88,1320,"apartment"
4,2,103,1,0,"Eixample",11.9,1200,"flat"
4,4,218,0,0,"Gràcia",22.97,4600,"apartment"
1,1,51,1,0,"Sant Martí",14.74,900,"flat"
2,1,49,1,0,"Sarria-Sant Gervasi",17.54,790,"flat"
3,2,110,1,0,"Ciutat Vella",22.12,2200,"apartment"
3,2,82,1,0,"Ciutat Vella",12.42,950,"flat"
3,1,124,1,1,"Eixample",13.8,1600,"flat"
3,2,81,1,0,"Eixample",14.87,1180,"flat"
1,1,41,1,0,"Eixample",14.14,700,"flat"
2,2,81,1,0,"Ciutat Vella",14.26,1100,"flat"
4,2,108,1,0,"Sant Martí",15.97,1800,"flat"
2,1,42,0,1,"Eixample",20.22,850,"flat"
3,2,72,1,0,"Eixample",16.47,1100,"flat"
2,1,64,0,0,"Eixample",24.79,1590,"apartment"
2,1,60,1,1,"Les Corts",15.3,920,"flat"
2,1,47,0,0,"Ciutat Vella",26.42,1210,"apartment"
2,1,93,0,0,"Sarria-Sant Gervasi",14.14,1200,"flat"
2,1,58,0,1,"Ciutat Vella",12.79,750,"flat"
1,1,47,1,0,"Ciutat Vella",21.23,850,"flat"
4,2,119,1,1,"Sants-Montjuïc",11.59,1200,"flat"
4,2,73,1,0,"Eixample",15.3,1300,"flat"
2,2,90,0,0,"Sant Martí",16.13,1600,"flat"
2,1,62,1,0,"Sarria-Sant Gervasi",12.5,800,"attic"
3,2,143,1,0,"Ciutat Vella",12.05,1750,"flat"
4,4,82,0,1,"Eixample",12.06,990,"flat"
3,1,68,1,0,"Eixample",10.33,850,"flat"
1,1,60,1,1,"Eixample",19.2,995,"flat"
2,1,58,1,0,"Eixample",13.25,840,"flat"
2,1,44,0,0,"Ciutat Vella",15.36,750,"flat"
4,3,160,0,1,"Sants-Montjuïc",20.79,3600,"flat"
2,1,56,1,0,"Eixample",10.92,700,"flat"
1,1,30,0,0,"Ciutat Vella",22.44,700,"flat"
3,1,56,1,0,"Sant Martí",12.29,655,"flat"
2,2,87,1,0,"Sants-Montjuïc",20.53,1595,"flat"
2,2,66,0,0,"Sarria-Sant Gervasi",13.59,900,"flat"
2,1,69,0,0,"Gràcia",28.19,1718,"apartment"
3,1,69,1,0,"Sarria-Sant Gervasi",10.66,790,"flat"
3,1,62,0,0,"Horta- Guinardo",10.41,650,"flat"
3,1,75,0,0,"Gràcia",11.17,900,"flat"
2,1,74,0,1,"Ciutat Vella",22.35,1750,"apartment"
5,3,280,1,0,"Ciutat Vella",10.81,2950,"flat"
3,3,99,1,0,"Gràcia",16.79,1750,"apartment"
2,2,112,1,0,"Sants-Montjuïc",12.1,1400,"flat"
2,1,81,1,1,"Gràcia",17.36,1350,"flat"
3,2,192,1,0,"Horta- Guinardo",8.68,1600,"flat"
3,1,76,1,0,"Eixample",15.3,880,"flat"
2,1,46,0,0,"Eixample",14.94,690,"flat"
2,1,51,1,0,"Gràcia",17.24,995,"flat"
3,1,76,1,0,"Eixample",11.05,738,"flat"
1,1,41,0,1,"Sarria-Sant Gervasi",14.08,700,"studio"
3,1,64,0,0,"Eixample",11.78,820,"flat"
2,2,65,1,1,"Sarria-Sant Gervasi",35.89,2500,"flat"
3,2,137,1,1,"Eixample",15.3,2500,"attic"
2,1,54,0,0,"Ciutat Vella",13.01,750,"apartment"
1,1,73,0,0,"Sants-Montjuïc",15.3,850,"flat"
4,1,100,1,0,"Les Corts",11.85,1300,"flat"
2,2,82,1,0,"Eixample",21.96,1600,"flat"
1,1,32,0,0,"Sarria-Sant Gervasi",26.52,900,"flat"
1,1,42,1,0,"Eixample",13.65,550,"flat"
5,3,235,1,1,"Gràcia",13.96,3500,"flat"
4,2,82,0,0,"Sarria-Sant Gervasi",18.19,1674,"apartment"
3,1,65,1,0,"Eixample",15.3,875,"flat"
1,1,61,1,0,"Sants-Montjuïc",17.11,1050,"apartment"
1,1,43,0,0,"Sant Martí",15.5,714,"flat"
4,2,95,1,1,"Eixample",14.75,1400,"flat"
3,2,126,1,1,"Sarria-Sant Gervasi",15.3,1100,"flat"
3,1,75,0,0,"Ciutat Vella",10.45,810,"flat"
1,1,49,1,0,"Ciutat Vella",17.25,950,"flat"
3,2,100,1,0,"Gràcia",14.13,1350,"flat"
1,1,35,0,0,"Sarria-Sant Gervasi",18.18,640,"flat"
3,1,74,1,0,"Sarria-Sant Gervasi",14.12,1250,"flat"
3,2,137,1,1,"Horta- Guinardo",11.52,1400,"flat"
2,1,69,0,0,"Sant Martí",37.67,2310,"flat"
3,2,103,1,0,"Sarria-Sant Gervasi",19.88,2200,"apartment"
1,1,53,1,0,"Eixample",13.24,800,"flat"
3,1,56,0,0,"Ciutat Vella",15.57,850,"flat"
2,2,93,0,0,"Sant Martí",54.25,4515,"apartment"
4,3,208,1,1,"Sarria-Sant Gervasi",19.55,3540,"flat"
1,1,47,1,0,"Nou Barris",19.05,825,"attic"
1,1,27,1,0,"Gràcia",22.54,600,"flat"
4,1,89,1,1,"Ciutat Vella",10.12,930,"flat"
2,1,66,1,0,"Sant Martí",13.89,975,"flat"
4,1,78,1,1,"Les Corts",14.71,1250,"flat"
3,1,72,1,1,"Eixample",12.01,900,"flat"
2,1,73,1,0,"Sarria-Sant Gervasi",12.99,1037,"flat"
2,1,70,0,0,"Gràcia",55.4,3657,"apartment"
1,1,52,0,1,"Eixample",36.72,1785,"apartment"
2,2,84,0,0,"Eixample",14.16,1150,"flat"
3,2,158,1,0,"Sant Martí",18.99,2600,"flat"
2,1,68,1,0,"Eixample",18.35,1150,"flat"
3,1,70,1,1,"Ciutat Vella",11.92,925,"flat"
2,1,75,1,0,"Sarria-Sant Gervasi",14.59,950,"flat"
1,1,73,0,0,"Eixample",15.54,890,"apartment"
2,1,61,1,0,"Eixample",21.47,1300,"flat"
2,2,74,0,0,"Sarria-Sant Gervasi",13.84,900,"flat"
5,3,197,1,0,"Eixample",17.83,3800,"flat"
3,2,103,1,0,"Gràcia",13.32,1290,"flat"
2,1,76,0,1,"Gràcia",11.57,850,"flat"
2,1,73,1,0,"Gràcia",30.52,1168,"flat"
2,2,159,1,1,"Les Corts",14.46,2300,"flat"
3,1,68,1,0,"Ciutat Vella",10.5,850,"flat"
2,2,64,1,0,"Sant Martí",27.38,1600,"apartment"
3,1,77,1,1,"Eixample",16.61,1280,"flat"
1,2,77,1,0,"Ciutat Vella",17.69,1400,"flat"
3,1,73,1,0,"Gràcia",14.05,950,"flat"
1,1,54,1,0,"Eixample",13.52,750,"flat"
4,2,84,1,1,"Nou Barris",15.35,1200,"flat"
2,2,122,1,0,"Eixample",9.87,1050,"flat"
4,2,96,1,0,"Eixample",14.11,1380,"apartment"
1,1,53,1,0,"Eixample",14.89,690,"flat"
4,1,161,1,0,"Sarria-Sant Gervasi",30.41,4500,"flat"
1,1,61,0,0,"Sarria-Sant Gervasi",13.39,750,"flat"
2,1,63,1,0,"Horta- Guinardo",17.63,950,"flat"
4,2,107,1,0,"Ciutat Vella",17.82,1800,"flat"
4,1,110,0,1,"Sant Martí",8.47,950,"flat"
3,1,53,0,0,"Sarria-Sant Gervasi",12.92,700,"flat"
2,1,92,1,1,"Ciutat Vella",15.72,1290,"apartment"
1,1,39,1,1,"Sarria-Sant Gervasi",26.33,1150,"flat"
4,1,69,0,0,"Eixample",11.24,775,"flat"
3,1,82,1,1,"Eixample",14.62,1180,"flat"
2,1,62,0,0,"Ciutat Vella",17.8,1150,"flat"
2,2,63,1,0,"Horta- Guinardo",18.41,1104,"flat"
4,2,110,0,0,"Eixample",15.3,2252,"apartment"
1,1,37,1,0,"Sarria-Sant Gervasi",22.38,847,"studio"
3,2,132,1,1,"Horta- Guinardo",24.5,3200,"flat"
2,1,54,0,0,"Sarria-Sant Gervasi",16.32,845,"flat"
1,1,39,1,0,"Gràcia",22.79,980,"flat"
2,1,45,1,0,"Eixample",14.53,800,"flat"
1,2,41,1,0,"Eixample",33.53,1246,"flat"
3,1,69,0,0,"Horta- Guinardo",23.94,1540,"apartment"
3,1,92,1,0,"Ciutat Vella",10.48,910,"flat"
5,4,355,1,0,"Gràcia",15.3,5900,"flat"
5,2,98,1,0,"Ciutat Vella",9.41,977,"flat"
2,1,64,1,1,"Nou Barris",13.51,850,"flat"
2,1,82,0,0,"Sarria-Sant Gervasi",15.3,2145,"apartment"
5,2,147,1,0,"Ciutat Vella",12.95,1950,"flat"
5,4,73,1,0,"Eixample",14.4,4150,"flat"
1,1,43,1,0,"Sants-Montjuïc",21.25,895,"flat"
1,1,35,0,0,"Sant Martí",35.65,1250,"apartment"
3,1,78,1,0,"Eixample",17.48,1250,"flat"
2,1,91,0,0,"Sant Martí",35.39,3478,"apartment"
3,2,108,1,0,"Ciutat Vella",40.83,4173,"apartment"
2,2,65,1,0,"Ciutat Vella",24.32,1600,"apartment"
2,1,48,1,0,"Eixample",15.85,750,"flat"
5,5,256,1,1,"Eixample",18.1,4900,"flat"
2,1,62,1,0,"Les Corts",14.84,925,"flat"
1,1,37,1,0,"Eixample",17.72,775,"flat"
2,1,50,1,0,"Eixample",15.3,975,"flat"
2,1,59,1,0,"Eixample",12.11,725,"flat"
2,1,72,1,1,"Ciutat Vella",13.64,995,"flat"
2,1,65,1,0,"Ciutat Vella",11.63,790,"flat"
1,1,45,1,0,"Eixample",19.28,900,"flat"
3,1,73,0,0,"Sants-Montjuïc",13.3,850,"flat"
2,1,68,1,0,"Les Corts",10.85,700,"flat"
2,1,67,1,0,"Gràcia",16.7,1225,"flat"
3,1,90,1,1,"Sarria-Sant Gervasi",13.8,1275,"flat"
2,1,56,1,1,"Sarria-Sant Gervasi",25.37,1500,"attic"
2,2,86,0,0,"Eixample",13.74,1250,"flat"
1,1,54,1,0,"Sant Martí",19.01,875,"flat"
2,1,74,1,0,"Sarria-Sant Gervasi",16.49,1200,"flat"
4,2,168,0,0,"Gràcia",8.69,1450,"flat"
1,1,56,0,0,"Eixample",15.3,750,"flat"
2,2,67,0,0,"Ciutat Vella",18.15,1075,"flat"
2,1,77,1,0,"Sant Andreu",16.48,1300,"flat"
2,2,57,0,0,"Sant Martí",18.39,1150,"flat"
2,2,99,1,0,"Horta- Guinardo",12.86,1250,"flat"
3,1,57,1,0,"Les Corts",16.34,900,"flat"
3,1,57,0,0,"Ciutat Vella",12.98,700,"flat"
2,1,49,1,0,"Sarria-Sant Gervasi",15.41,750,"flat"
3,1,61,1,0,"Eixample",12.89,800,"flat"
3,2,141,1,1,"Eixample",24.42,3550,"flat"
3,2,145,1,0,"Eixample",12.3,1650,"flat"
2,1,33,1,0,"Sant Martí",20.13,710,"flat"
1,1,58,0,0,"Horta- Guinardo",13.51,700,"studio"
2,2,105,1,0,"Eixample",14.35,1500,"flat"
3,1,64,1,0,"Ciutat Vella",11.92,842,"flat"
1,1,38,0,0,"Gràcia",22.08,720,"apartment"
3,1,73,0,0,"Eixample",15.95,1100,"flat"
2,1,62,0,0,"Sarria-Sant Gervasi",13.74,900,"flat"
2,1,47,0,0,"Sarria-Sant Gervasi",13.25,650,"flat"
2,2,104,1,0,"Eixample",13.05,1250,"flat"
2,2,50,1,0,"Sant Andreu",22.73,1150,"flat"
3,1,78,1,0,"Sant Martí",10.98,975,"flat"
2,1,34,0,0,"Ciutat Vella",21.53,750,"flat"
4,1,82,0,0,"Eixample",13.73,1000,"flat"
3,2,90,1,0,"Sant Martí",11.37,1000,"flat"
3,2,70,1,0,"Les Corts",18.79,1350,"flat"
2,1,76,1,1,"Les Corts",13.09,1150,"flat"
3,2,82,1,0,"Nou Barris",11.53,925,"flat"
2,1,50,0,0,"Les Corts",22.34,1200,"apartment"
3,1,75,1,0,"Horta- Guinardo",13.43,1150,"flat"
2,1,73,1,0,"Eixample",22.24,1600,"flat"
1,1,59,0,0,"Sarria-Sant Gervasi",12.5,770,"flat"
2,1,73,1,0,"Gràcia",12.47,900,"flat"
1,1,55,1,0,"Sarria-Sant Gervasi",20.52,1200,"flat"
2,1,61,0,0,"Sarria-Sant Gervasi",21.92,1250,"attic"
3,1,76,1,0,"Sarria-Sant Gervasi",15.3,1100,"flat"
1,1,42,1,0,"Gràcia",40.35,1800,"apartment"
3,1,61,1,0,"Eixample",14.26,821,"flat"
2,1,64,1,0,"Eixample",13.61,850,"flat"
3,2,73,1,0,"Les Corts",13.45,1050,"flat"
2,1,75,1,0,"Sarria-Sant Gervasi",20.87,1700,"apartment"
2,1,57,1,0,"Eixample",16.15,950,"flat"
3,2,73,1,0,"Gràcia",15.96,1200,"flat"
3,2,107,1,1,"Sarria-Sant Gervasi",14.25,1750,"flat"
4,1,67,1,0,"Ciutat Vella",11.6,795,"flat"
1,1,50,0,0,"Eixample",16,875,"flat"
2,1,64,1,0,"Eixample",13.04,800,"flat"
3,1,78,0,0,"Sants-Montjuïc",15.7,1425,"flat"
3,2,90,0,0,"Sant Martí",12.89,1200,"flat"
2,1,52,1,1,"Gràcia",28.32,1500,"flat"
4,2,154,1,0,"Sarria-Sant Gervasi",16.92,2500,"flat"
3,2,72,0,0,"Sant Martí",13.27,950,"flat"
2,2,109,0,1,"Sarria-Sant Gervasi",33.2,3750,"apartment"
3,1,48,0,1,"Eixample",18.77,1000,"attic"
1,1,60,1,0,"Ciutat Vella",14.08,850,"flat"
4,3,202,1,0,"Sarria-Sant Gervasi",14.15,2900,"flat"
3,1,72,1,0,"Eixample",12.55,821,"flat"
2,3,68,1,0,"Eixample",34.41,2500,"flat"
2,1,72,1,0,"Eixample",14.36,1050,"flat"
3,1,53,1,1,"Eixample",15.3,900,"flat"
3,2,125,1,1,"Horta- Guinardo",15.55,2200,"flat"
2,1,76,1,0,"Sarria-Sant Gervasi",20,1550,"attic"
3,1,75,1,1,"Eixample",17.32,1200,"attic"
1,1,47,0,0,"Sants-Montjuïc",19.47,990,"flat"
2,2,79,1,1,"Ciutat Vella",21.81,1850,"studio"
3,1,70,1,1,"Sant Martí",13.94,995,"flat"
5,4,73,1,0,"Ciutat Vella",12.73,3800,"flat"
2,1,74,1,0,"Sants-Montjuïc",12.33,900,"flat"
4,2,94,1,0,"Eixample",10.72,990,"flat"
5,3,263,1,0,"Ciutat Vella",12.53,3600,"flat"
1,1,56,1,1,"Ciutat Vella",23.31,1400,"attic"
3,1,76,0,0,"Horta- Guinardo",12.4,990,"flat"
3,2,74,1,0,"Ciutat Vella",16.91,1350,"flat"
3,2,132,0,0,"Horta- Guinardo",33.37,4546,"apartment"
3,2,80,1,0,"Sarria-Sant Gervasi",17.39,1200,"flat"
3,2,106,1,0,"Gràcia",17.17,1600,"flat"
3,2,89,1,0,"Eixample",12.82,1200,"flat"
4,2,95,1,1,"Sants-Montjuïc",12.02,1190,"flat"
3,2,99,1,0,"Les Corts",11.79,1200,"flat"
4,2,127,1,0,"Sarria-Sant Gervasi",11.91,1650,"flat"
6,5,229,1,1,"Sarria-Sant Gervasi",16.77,3900,"flat"
1,1,64,1,0,"Eixample",49.86,3000,"apartment"
2,2,57,1,0,"Horta- Guinardo",21.28,1095,"flat"
2,1,58,0,1,"Sarria-Sant Gervasi",10.3,670,"flat"
3,2,75,0,0,"Sants-Montjuïc",26.42,2229,"apartment"
3,2,114,1,1,"Eixample",15.23,1600,"flat"
3,1,67,1,0,"Horta- Guinardo",13.67,875,"flat"
1,1,61,1,0,"Ciutat Vella",20.29,1400,"apartment"
1,1,73,1,0,"Ciutat Vella",18.64,860,"flat"
2,1,46,1,1,"Eixample",20.53,995,"flat"
3,1,67,0,0,"Horta- Guinardo",10.26,800,"flat"
1,1,61,1,0,"Sant Martí",19.84,1150,"flat"
3,1,95,0,1,"Eixample",43.33,4000,"flat"
3,1,61,1,0,"Eixample",13.43,850,"flat"
2,1,61,0,0,"Eixample",12,750,"flat"
3,1,69,0,1,"Sant Martí",12.08,850,"flat"
2,1,44,0,0,"Sarria-Sant Gervasi",16.56,700,"flat"
2,1,67,1,0,"Ciutat Vella",13.63,850,"flat"
1,1,80,1,0,"Ciutat Vella",12.15,890,"flat"
3,1,73,1,0,"Ciutat Vella",9.82,790,"flat"
1,1,63,1,0,"Eixample",20.21,1270,"flat"
2,1,80,1,0,"Eixample",42.78,3479,"apartment"
1,2,76,1,1,"Eixample",27.39,1800,"flat"
2,1,47,1,0,"Eixample",15.3,715,"flat"
3,2,70,1,0,"Sants-Montjuïc",17.17,1190,"flat"
1,1,63,0,1,"Gràcia",24.45,1600,"flat"
1,1,39,0,0,"Gràcia",16.07,625,"studio"
2,1,63,1,0,"Eixample",19.6,1245,"flat"
4,2,92,0,0,"Ciutat Vella",12.07,1175,"flat"
2,2,184,0,0,"Eixample",17.49,3600,"attic"
4,3,217,1,1,"Sant Martí",13.16,2600,"flat"
4,2,199,0,1,"Eixample",11.16,2312,"flat"
2,2,101,1,0,"Horta- Guinardo",23.08,2500,"apartment"
4,3,267,1,1,"Eixample",16.21,4700,"flat"
3,2,90,1,0,"Eixample",12.05,950,"flat"
3,2,100,1,1,"Sant Martí",17.36,1790,"flat"
2,2,119,1,0,"Les Corts",11.45,1300,"flat"
1,1,74,1,1,"Eixample",31.19,2300,"apartment"
2,2,54,1,0,"Eixample",15.21,890,"flat"
1,1,32,0,0,"Sants-Montjuïc",55.88,1674,"apartment"
2,1,71,1,0,"Ciutat Vella",19.46,1400,"flat"
4,2,95,1,0,"Sant Martí",11.01,975,"flat"
3,1,66,1,1,"Sant Martí",12.25,890,"flat"
2,2,120,1,0,"Sarria-Sant Gervasi",20.59,2500,"apartment"
2,1,52,0,0,"Les Corts",15.3,950,"flat"
3,1,90,1,1,"Eixample",11.4,1200,"flat"
3,3,139,1,0,"Ciutat Vella",17.96,2400,"flat"
2,3,173,1,1,"Les Corts",49.88,7500,"attic"
2,2,95,1,0,"Eixample",16.49,1450,"flat"
3,1,68,0,0,"Sants-Montjuïc",11.46,795,"flat"
2,1,73,1,0,"Eixample",15.82,850,"flat"
4,2,113,1,0,"Gràcia",12.43,1450,"flat"
2,1,53,1,0,"Gràcia",17.74,990,"flat"
3,2,130,1,0,"Sants-Montjuïc",21.15,3200,"flat"
1,2,103,1,0,"Horta- Guinardo",9.59,900,"flat"
2,1,60,1,0,"Sants-Montjuïc",16.24,900,"flat"
2,2,87,1,0,"Sarria-Sant Gervasi",15.3,2200,"apartment"
4,2,123,1,0,"Eixample",12.25,1400,"flat"
3,1,70,0,0,"Eixample",15.1,900,"flat"
2,2,76,1,0,"Sant Martí",12.28,900,"flat"
3,2,211,1,0,"Eixample",17.34,3600,"attic"
3,2,78,0,0,"Ciutat Vella",14.63,1100,"flat"
3,2,65,1,0,"Sant Martí",15.31,1190,"flat"
3,2,92,1,0,"Les Corts",14.15,1200,"flat"
2,2,88,0,0,"Gràcia",15.41,1250,"flat"
2,1,36,1,0,"Sarria-Sant Gervasi",23.74,900,"flat"
2,1,60,1,0,"Eixample",17.21,925,"flat"
3,2,88,1,0,"Sant Martí",15.21,1300,"flat"
1,1,42,0,0,"Eixample",72.91,2969,"apartment"
1,1,53,0,0,"Sant Martí",22.72,1095,"flat"
1,1,70,1,0,"Ciutat Vella",12.49,900,"flat"
1,1,60,0,0,"Sarria-Sant Gervasi",15.87,990,"apartment"
2,1,71,0,0,"Sarria-Sant Gervasi",15.72,1050,"flat"
2,2,71,1,0,"Eixample",13.81,1150,"flat"
1,1,61,1,0,"Gràcia",14.2,890,"flat"
2,1,73,1,0,"Gràcia",19.61,710,"flat"
4,2,192,1,1,"Gràcia",14.02,2495,"flat"
4,3,181,1,0,"Eixample",17.26,3200,"flat"
3,2,80,1,0,"Sant Martí",12.22,1050,"flat"
3,2,119,1,0,"Sant Andreu",14.32,1700,"flat"
2,1,53,1,1,"Les Corts",18.27,1050,"attic"
5,3,163,1,1,"Sarria-Sant Gervasi",16.92,2300,"apartment"
2,1,50,0,1,"Sants-Montjuïc",18.21,990,"attic"
2,1,62,1,0,"Sarria-Sant Gervasi",11.79,750,"studio"
1,1,55,0,0,"Sants-Montjuïc",16.75,850,"flat"
1,1,50,0,0,"Ciutat Vella",22.74,958,"flat"
3,2,174,1,1,"Eixample",14.24,2600,"flat"
3,2,93,1,0,"Eixample",15.07,1500,"flat"
2,1,70,0,1,"Eixample",14.98,990,"flat"
2,1,61,1,0,"Sant Andreu",16.59,1040,"apartment"
3,1,133,1,1,"Sants-Montjuïc",8.51,1225,"flat"
4,2,141,1,0,"Ciutat Vella",11.05,1640,"flat"
1,1,55,1,1,"Ciutat Vella",14.52,895,"flat"
4,2,82,1,0,"Sarria-Sant Gervasi",13.56,1125,"flat"
3,2,90,0,1,"Ciutat Vella",35.3,3668,"apartment"
2,2,60,1,0,"Les Corts",17.46,1050,"flat"
2,2,54,0,1,"Gràcia",13.01,700,"flat"
3,2,73,1,0,"Eixample",9.49,1250,"flat"
3,1,82,0,0,"Horta- Guinardo",11.72,850,"flat"
1,1,67,0,1,"Ciutat Vella",16.57,1100,"attic"
2,1,56,1,0,"Sarria-Sant Gervasi",20.58,1300,"flat"
4,3,163,1,0,"Eixample",7.8,1450,"flat"
3,1,88,0,0,"Sarria-Sant Gervasi",11.07,875,"flat"
4,2,71,1,1,"Horta- Guinardo",11.92,950,"flat"
4,2,171,1,0,"Sant Martí",12.18,2200,"flat"
2,1,65,1,0,"Les Corts",13.23,790,"flat"
5,3,205,1,0,"Sarria-Sant Gervasi",13.91,3200,"flat"
1,1,51,1,0,"Sants-Montjuïc",17.13,900,"flat"
2,2,73,1,0,"Gràcia",13.56,890,"flat"
5,3,135,1,1,"Eixample",18.48,2300,"flat"
2,2,64,1,0,"Sarria-Sant Gervasi",15.88,995,"flat"
2,1,73,1,0,"Gràcia",15.3,925,"flat"
4,5,176,1,0,"Eixample",19.83,3400,"flat"
1,1,40,0,0,"Sarria-Sant Gervasi",16.88,700,"flat"
2,1,65,1,0,"Ciutat Vella",16.63,1000,"flat"
3,2,68,1,0,"Sant Martí",14.37,1100,"flat"
2,1,44,0,0,"Gràcia",43.64,2117,"apartment"
2,1,78,1,0,"Eixample",10.53,800,"flat"
2,2,90,1,0,"Ciutat Vella",16.85,1500,"flat"
2,1,52,1,0,"Gràcia",15.32,750,"flat"
2,2,69,1,1,"Sarria-Sant Gervasi",23.13,1400,"flat"
2,1,77,1,0,"Eixample",14.77,975,"flat"
2,2,69,1,0,"Eixample",15.3,2280,"flat"
3,1,58,1,1,"Sant Andreu",12.43,750,"flat"
3,1,72,0,0,"Gràcia",10.67,800,"flat"
1,1,54,1,0,"Eixample",22.49,1050,"flat"
2,1,48,1,0,"Les Corts",17.47,750,"flat"
2,1,48,0,0,"Eixample",11.93,640,"flat"
2,2,84,1,0,"Eixample",16.3,1500,"flat"
2,1,74,0,0,"Gràcia",24.13,1735,"apartment"
1,1,44,1,0,"Sant Martí",20.02,900,"flat"
4,3,136,1,0,"Gràcia",19.16,2500,"flat"
2,1,68,1,0,"Gràcia",14.08,950,"flat"
3,2,70,1,0,"Sant Andreu",18,1300,"apartment"
2,1,75,1,0,"Eixample",16.52,1390,"attic"
2,2,81,0,0,"Eixample",15.6,1200,"flat"
2,1,57,0,0,"Ciutat Vella",16.25,1050,"flat"
4,2,103,1,0,"Sarria-Sant Gervasi",13.89,1250,"flat"
4,3,162,1,0,"Sant Martí",16.22,2600,"flat"
2,2,106,1,1,"Les Corts",15.77,1500,"flat"
1,1,46,0,0,"Sarria-Sant Gervasi",16.59,670,"flat"
2,2,75,1,0,"Eixample",16.81,1250,"flat"
1,1,52,0,1,"Eixample",34.38,1575,"apartment"
3,1,51,0,0,"Nou Barris",11.61,700,"flat"
2,2,82,1,0,"Eixample",16.43,1300,"flat"
3,1,84,1,0,"Ciutat Vella",16.22,1250,"flat"
3,3,140,1,0,"Eixample",22.08,3300,"flat"
2,2,76,1,0,"Sarria-Sant Gervasi",24.02,1695,"flat"
2,2,59,0,0,"Sarria-Sant Gervasi",31.3,1925,"apartment"
3,1,74,1,0,"Sarria-Sant Gervasi",18.59,1190,"flat"
1,1,65,1,1,"Eixample",9.07,675,"flat"
2,1,58,1,0,"Eixample",23.31,1350,"flat"
2,1,89,1,1,"Sants-Montjuïc",11.49,990,"flat"
1,1,58,1,1,"Eixample",17.98,935,"apartment"
2,1,88,1,1,"Horta- Guinardo",10.52,925,"flat"
3,1,76,1,0,"Sant Martí",10.83,800,"flat"
2,1,76,1,0,"Eixample",14.02,915,"flat"
3,4,381,1,1,"Eixample",11.99,4000,"attic"
1,1,37,0,0,"Sant Martí",15.3,1246,"apartment"
3,1,69,1,0,"Eixample",15.3,825,"flat"
3,1,73,1,0,"Sarria-Sant Gervasi",11.16,813,"flat"
2,1,48,0,0,"Eixample",36.05,1740,"apartment"
2,2,76,0,0,"Ciutat Vella",21.8,1600,"flat"
3,1,69,1,0,"Sants-Montjuïc",50.07,3668,"apartment"
2,1,82,1,0,"Gràcia",12.46,950,"flat"
